source_genesymbol	is_directed	target_genesymbol
IL7R	1	ALB
MAPK14	1	KRT8
AKT1	1	PFKFB2
IKBKB	1	FLT3
PRKACA	1	RAF1
TLR4	1	CD14
CD14	1	TLR4
SRF	1	STAT1
TNFRSF8	1	TRAF2
ERBIN	1	GRIN2C
AKT2	1	MAPK8
MAPK8	1	AKT2
PELI2	1	TRAF6
TRAF6	1	PELI2
ISG15	1	DNAJB1
NOD2	1	SUGT1
SUGT1	1	NOD2
NLRP1	1	NOD2
NOD2	1	NLRP1
ELF1	1	JUND
IKBKG	1	ROS1
EGFR	1	HOXC10
SMURF1	1	SMAD9
CSNK2A1	1	LEF1
PIM1	1	AKT1S1
JUN	1	MAPK10
MAPK10	1	JUN
ITGB1	1	PTK2
PTK2	1	ITGB1
TSC1	1	CCNB1
CTNNB1	1	PTEN
PTEN	1	CTNNB1
WIF1	1	WNT8A
CXCL8	1	MMP9
MMP9	1	CXCL8
PTPN6	1	LILRB1
LILRB1	1	PTPN6
JAK2	1	CXCR4
CXCR4	1	JAK2
ULK1	1	ATG101
NFKB1	1	RELA
RELA	1	NFKB1
VAV1	1	SPI1
SPI1	1	VAV1
PIGR	1	CXCL8
PTPN1	1	STAT5B
BTK	1	TLR8
BTK	1	TLR9
TLR9	1	BTK
PLK1	1	TSC2
JAK1	1	PTPN11
PTPN11	1	JAK1
CHUK	1	NLRX1
KHSRP	1	TNF
NLRC4	1	NLRP1
ITCH	1	NOTCH1
MAPK14	1	MKNK1
MKNK1	1	MAPK14
ISG15	1	TOP2A
PPP2CA	1	AKT3
CDC42	1	PTEN
WNT11	1	FZD6
ATF2	1	NCOA6
BMI1	1	TRIM25
ERBB2	1	ESR1
MYD88	1	TLR6
HIF1A	1	SEPT9
SMURF1	1	BMPR1A
YWHAZ	1	AKT1S1
AKT1S1	1	YWHAZ
CD14	1	CD81
CSNK1E	1	ROR2
TSC1	1	CD63
CACNA1A	1	AMIGO2
JAK2	1	STAT6
JAK2	1	STAT5A
ATF2	1	IRF2BP1
IRF2BP1	1	ATF2
ICOS	1	PIK3R1
CASP3	1	PTGES3
TRIP6	1	IRAK1
IL7R	1	HSPD1
DHX58	1	STAU2
TIRAP	1	UBR1
MAP2K7	1	MAP2K2
XIAP	1	NOD2
ARRB1	1	SMO
SMO	1	ARRB1
DHX30	1	DHX58
DHX58	1	DHX30
MAPK1	1	DUSP1
DUSP1	1	MAPK1
TRAF6	1	PSMD3
MMP3	1	RELA
NFKBIA	1	APC
NCOR1	1	TAB2
TAB2	1	NCOR1
CD33	1	LEP
FGR	1	PXN
ARRB2	1	MAP3K14
FGR	1	IKBKG
IKBKG	1	FGR
WNT7A	1	FZD5
KIT	1	MATK
MATK	1	KIT
DHX58	1	IFIH1
IFIH1	1	DHX58
APC	1	CUL2
ABCC2	1	NFKB1
APC	1	CUL4A
APC	1	CUL3
BAD	1	TP53
EGFR	1	ICAM1
ICAM1	1	EGFR
PAK1	1	SPEN
NFE2	1	MAPK9
MAPK8	1	NFE2
NFE2	1	MAPK8
IKBKG	1	NECAB3
AKT2	1	FOXO3
ABL2	1	NOD1
DLG1	1	PIK3R1
TP53	1	PTGS2
PTGS2	1	TP53
CTLA4	1	CD80
CD80	1	CTLA4
ERBIN	1	BANF1
TNFSF14	1	TRAF2
CHUK	1	PPM1B
PPM1B	1	CHUK
PIAS2	1	STAT4
TLR9	1	KRT82
SPAG9	1	MAP3K3
MAP3K13	1	MAPK8IP1
MAP3K7	1	RIPK1
RIPK1	1	MAP3K7
CXCR2	1	GTF3A
WNT5A	1	LRP6
GRAP	1	SOS1
MAP2K4	1	MAP3K5
MAP3K5	1	MAP2K4
ISG15	1	CCT2
TNF	1	BGN
PDGFB	1	PDGFRA
TRAF3IP2	1	TRAF6
ISG15	1	LMNA
TLR4	1	STK11IP
PELI1	1	TRAF6
CCR5	1	STAT5B
SFN	1	YWHAZ
YWHAZ	1	SFN
ABL1	1	NEDD9
NEDD9	1	ABL1
TNFRSF1A	1	MAP3K7
CX3CL1	1	CX3CR1
AZI2	1	TICAM1
PAK2	1	CTTN
CTTN	1	PAK2
HRAS	1	BRAF
BRAF	1	HRAS
DEFB103B	1	CCR2
LEPR	1	TYK2
COPS6	1	NOD1
NOD1	1	COPS6
PTEN	1	AKT2
ISG15	1	CCT3
MAPK3	1	SMAD3
IL6R	1	IL6ST
ISG15	1	TAF2
IL7R	1	F13A1
TRAF3	1	TMEM173
NFKB1	1	TAB2
AKT1	1	ACAP1
ACAP1	1	AKT1
NFATC1	1	EGR1
ADRB2	1	GNAI3
IRAK2	1	IL1R1
IL1R1	1	IRAK2
IL12RB1	1	STAT4
TSC1	1	BEX3
MAP3K7	1	RIPK2
RIPK2	1	MAP3K7
TRAF6	1	TNFRSF11A
TNFRSF11A	1	TRAF6
TNFRSF1A	1	FADD
FADD	1	TNFRSF1A
DVL3	1	AXIN1
SGK1	1	MTOR
MTOR	1	SGK1
B2RA89	1	HRAS
NOG	1	BMPR1B
IL7R	1	PEBP1
MAVS	1	CYLD
CYLD	1	MAVS
HSPA5	1	PAK2
PIN1	1	IRAK1
EGFR	1	SHC3
TBKBP1	1	OBSL1
ARRB1	1	MAPK14
MAPK14	1	ARRB1
NCOA2	1	RARA
EPOR	1	STAT5A
TIRAP	1	DNAJC3
CD40	1	CBL
STK11	1	MARK2
WDR83	1	RAF1
ZBP1	1	TRAF3
JAK1	1	PLA2G4A
PLA2G4A	1	JAK1
TP53	1	BARD1
IKBKG	1	RNF7
PLCG1	1	MAP4K1
NFKB1	1	REL
REL	1	NFKB1
UBE2D2	1	RNF125
CTNNB1	1	NR4A1
YWHAZ	1	MAP3K20
PDK1	1	RPS6KB1
MDM2	1	HIF1A
HIF1A	1	MDM2
EIF4E	1	PML
PML	1	EIF4E
CDKN1B	1	TSC1
IL7R	1	ATP5F1B
MYC	1	KLF5
WNT3A	1	LRP6
RYK	1	DVL1
RYK	1	DVL2
RELA	1	ISG20
NFKBIA	1	CISH
LFNG	1	DLL1
RPS6KA1	1	CSDC2
MAPK1	1	HSF4
HSF4	1	MAPK1
TP53	1	MAPK14
MAPK14	1	TP53
TIGIT	1	ARRB2
ELMO1	1	DOCK2
IRAK1	1	IL1RAP
IL1RAP	1	IRAK1
IL7R	1	PDIA6
DAB2	1	CSK
PAK1	1	ILK
MAPK1	1	AGTR1
AGTR1	1	MAPK1
MAPK9	1	MAPKAP1
TNFRSF1A	1	SRC
BIRC3	1	UBE2D1
ERBIN	1	MEF2A
IKBKG	1	NAP1L5
BMPR1B	1	SMAD5
CFLAR	1	MAP3K14
MAP3K14	1	CFLAR
MAP3K7	1	PELI2
PRKCZ	1	PRKCSH
SMAD1	1	RUNX2
CD14	1	FCGR3A
TPD52L1	1	MAP3K5
MAP3K5	1	TPD52L1
MAPK1	1	IER3
IER3	1	MAPK1
BMX	1	STAT3
BIRC2	1	TANK
ERBIN	1	KCNA5
IFIH1	1	DDX3X
MAPK11	1	SMAD2
IRF3	1	RBCK1
CHUK	1	TAX1BP1
AZI2	1	MTPAP
NFKBIA	1	IKBKG
IKBKG	1	NFKBIA
PDGFRB	1	GRAP
JUN	1	CREBBP
CREBBP	1	JUN
HSPB1	1	PSMC6
RBM39	1	RELA
IL7R	1	PLEK
APP	1	MAPK8
MAPK8	1	APP
AR	1	RXRA
RXRA	1	AR
TLR1	1	TLR10
TLR10	1	TLR1
TAB3	1	RBCK1
RBCK1	1	TAB3
STAT5A	1	STAT5B
TIRAP	1	CCDC47
CCDC47	1	TIRAP
THRA	1	RXRA
RXRA	1	THRA
WNT1	1	LRP5
MMP13	1	CXCL8
HRAS	1	RASIP1
RASIP1	1	HRAS
CFLAR	1	NFKB1
NFKB1	1	CFLAR
OPTN	1	TBK1
TBK1	1	OPTN
TRAF2	1	DIABLO
PTAFR	1	TYK2
TYK2	1	PTAFR
MAVS	1	DHX58
DHX58	1	MAVS
ISG15	1	PKM
MAP3K7	1	MAP2K7
IL6ST	1	GAB2
CD14	1	FCGR1A
CD14	1	FCGR2A
TBK1	1	NFKBIA
TLR4	1	UBQLN1
CD28	1	ITK
ITK	1	CD28
PTPN13	1	TRIP6
IRAK1	1	FADD
FADD	1	IRAK1
CACNA1A	1	CSNK2B
TRAF1	1	BIRC3
BIRC3	1	TRAF1
CHUK	1	NOTCH1
NOTCH1	1	CHUK
TICAM1	1	RIPK2
RXRA	1	NR4A1
IL6	1	SH3GL2
TRAF5	1	TRAF2
IL21R	1	JAK3
IKBKG	1	ARPP19
ESR1	1	NFKB1
AZI2	1	N4BP1
SHC1	1	GRB2
GRB2	1	SHC1
NCOR2	1	CTBP1
IRAK1	1	PJA1
TOLLIP	1	NT5DC2
TNFRSF9	1	TRAF3
TRAF3	1	TNFRSF9
CASP1	1	NLRP1
NLRP1	1	CASP1
BIRC2	1	UBE2D1
SRC	1	TRAF3
TRAF3	1	SRC
SUGT1	1	NLRC4
ISG15	1	MX1
MX1	1	ISG15
NFKB2	1	MAP3K14
MAP3K14	1	NFKB2
FGF10	1	FGFR2
TLR3	1	IRAK2
IRAK2	1	TLR3
SQSTM1	1	RIPK1
RIPK1	1	SQSTM1
TIAL1	1	MYC
TNFSF10	1	FADD
MTOR	1	PRR5L
PRR5L	1	MTOR
NCOR2	1	RELA
SOCS1	1	TIRAP
TIRAP	1	SOCS1
RUNX2	1	ALPL
AKT1	1	MAPK8IP1
MAPK8IP1	1	AKT1
CMA1	1	IL33
TAB3	1	TRAF6
TRAF6	1	TAB3
ZAP70	1	LCP2
MAP2K4	1	GEMIN5
LYN	1	PXN
SMURF1	1	TGFBR2
IKBKB	1	NCOA3
NCOA3	1	IKBKB
PDGFRB	1	NCK1
NCK1	1	PDGFRB
EMD	1	SIKE1
CARD9	1	RAD50
GRK5	1	GNAI3
TLR1	1	HSP90B1
NR0B2	1	ESRRG
CEBPB	1	NFKB1
CTLA4	1	CBLB
IRAK4	1	TBPL1
MAP3K7	1	HGS
LTBR	1	IKBKB
CD28	1	TXK
NTRK1	1	SQSTM1
SQSTM1	1	NTRK1
IRF1	1	RELA
GNAI2	1	HCK
IFIT3	1	TBK1
JUN	1	SPI1
SPI1	1	JUN
GNAI2	1	ADCY6
RIPK2	1	CASP1
CASP1	1	RIPK2
ISG15	1	PLEC
SRC	1	FGFR2
FGFR2	1	SRC
IKBKG	1	LMCD1
YY1	1	MYC
TRAF2	1	MAP3K11
TSC1	1	YWHAZ
ERBIN	1	MAP4
ISG15	1	SIN3A
ENG	1	TRIP6
MAPK1	1	MKNK2
MKNK2	1	MAPK1
CAV1	1	PDGFRA
CSF1	1	CSF3R
ERBIN	1	CASK
TNFAIP3	1	TRAF6
TRAF6	1	TNFAIP3
CHUK	1	CSF2RA
DUSP16	1	MAPK8IP1
MAPK8IP1	1	DUSP16
CSNK1D	1	DVL1
RAF1	1	MAP3K5
MAP3K5	1	RAF1
EGFR	1	CDH1
CDH1	1	EGFR
ARRB1	1	MAPK9
BIRC2	1	TRAF1
PRKCG	1	MAP2K4
WAS	1	KPNB1
IL4R	1	CD40
EGFR	1	ALCAM
LYN	1	CD72
EXOC2	1	TBK1
TBK1	1	EXOC2
MAP3K20	1	MAP2K5
NCSTN	1	APH1A
APH1A	1	NCSTN
SMAD7	1	SMAD2
VAV1	1	SYK
SYK	1	VAV1
MAPK8	1	CDKN1C
IRAK1	1	PELI3
PELI3	1	IRAK1
CCL21	1	CCR7
CCR7	1	CCL21
MAP3K7	1	MAP2K3
IRF9	1	TP53
INS	1	FOXO1
SHC1	1	TEK
TEK	1	SHC1
GNAI3	1	FGR
MEFV	1	NLRP1
IKBKG	1	LPXN
FASLG	1	SNX33
IFNAR2	1	STAT2
STAT2	1	IFNAR2
SOCS5	1	ELOC
TCL1A	1	EP300
MAPK1	1	FOXO3
DVL1	1	CTNNB1
IFNAR2	1	TYK2
TLR4	1	SFTPD
MYD88	1	SPOP
IKBKB	1	NCOR2
CBL	1	FRS2
FRS2	1	CBL
IRF8	1	PTPN11
IRF5	1	RGS3
CBL	1	LRIG1
LRIG1	1	CBL
MYD88	1	TRAF6
CHUK	1	MAP3K7
MAP3K7	1	CHUK
NFKB1	1	RSF1
RSF1	1	NFKB1
B4DG79	1	MAP3K8
IRF7	1	PIAS4
EGFR	1	GRAP
BTC	1	ERBB4
HHAT	1	SHH
LEF1	1	TLE1
MEFV	1	CASP1
CASP1	1	MEFV
IL13RA1	1	JAK2
TGFBR1	1	TAB1
TAB1	1	TGFBR1
TIRAP	1	ARAF
ABL1	1	RB1
RB1	1	ABL1
RIOK3	1	IRF3
IKBKB	1	REL
ERBIN	1	FOXO3
IKBKB	1	TRPC4AP
TRPC4AP	1	IKBKB
PTEN	1	CBL
MAP3K6	1	MAP3K5
MAP3K5	1	MAP3K6
ISG15	1	CALD1
RGL2	1	HRAS
IRF5	1	IL23A
SMAD7	1	PPP1CA
RAC1	1	ARHGEF7
ARHGEF7	1	RAC1
TEK	1	GRAP
PLA2G4A	1	CASP8
STK4	1	MOB1B
BRAF	1	RB1
TIRAP	1	NF1
ERBIN	1	ABR
INS	1	PPARG
GDF6	1	BMPR1A
SNCG	1	MAPK1
MAPK1	1	SNCG
MET	1	CBL
CBL	1	MET
CASP10	1	MAP3K14
MAP3K14	1	CASP10
MAP3K3	1	TRAF6
TRAF6	1	MAP3K3
HOXC6	1	JUND
GHR	1	PLCG1
PLCG1	1	GHR
TRPC4AP	1	IKBKG
IL23A	1	IL12RB1
RELA	1	CXCL8
CRK	1	DOCK1
DOCK1	1	CRK
EGFR	1	CASP3
CASP3	1	EGFR
NR0B2	1	ESR2
ESR2	1	NR0B2
ELAVL1	1	CASP3
WDR34	1	TRAF6
AKT1	1	PLEKHO1
PLEKHO1	1	AKT1
IL20	1	IL20RA
BTK	1	TLR6
BMP2	1	SMAD1
AJUBA	1	TRAF6
KIF7	1	GLI3
KIF7	1	GLI2
MAPK1	1	PTPN7
PTPN7	1	MAPK1
IKBKG	1	ODAM
TRIB3	1	DDIT3
ITSN1	1	CDC42
CD46	1	PTPN6
WNT7A	1	PRKACA
JAK3	1	STAT2
Q53HJ9	1	AKT1
IL12RB1	1	JAK2
PRKCD	1	HABP4
TICAM1	1	ZMYND11
ABL1	1	NTRK1
NTRK1	1	ABL1
CSNK1D	1	CTNNB1
ATR	1	RHEB
RHEB	1	ATR
IKBKB	1	PEBP1
PEBP1	1	IKBKB
CCL2	1	VCAN
VCAN	1	CCL2
TLR10	1	PTPN6
FASLG	1	PACSIN3
RPS6KB1	1	EIF3B
TRIP6	1	NR3C1
FBXW11	1	NFKB1
STAT1	1	STAT5A
STAT5A	1	STAT1
MAPK8	1	WWOX
AKT1	1	MAP3K11
MAP3K11	1	AKT1
MAP3K4	1	RACK1
TRAF3IP1	1	IL13RA1
MAML2	1	NOTCH4
NOTCH4	1	MAML2
BCR	1	CSF2RB
CSF2RB	1	BCR
IL7R	1	TUBB1
ISG15	1	PLS1
PLD1	1	RHEB
RHEB	1	PLD1
RAF1	1	PRKCE
PRKCE	1	RAF1
IL7R	1	FGG
SOCS3	1	CD33
LRP5	1	AXIN1
TNFRSF1B	1	BIRC2
BIRC2	1	TNFRSF1B
SMAD7	1	SMURF2
SMURF2	1	SMAD7
CREBBP	1	ATF2
RPS6KA1	1	CARHSP1
IL15	1	CDC37
ERBIN	1	ACVR2B
CXCL8	1	CXCR2
CXCR2	1	CXCL8
IL2RG	1	IL13RA1
IL13RA1	1	IL2RG
PIK3R1	1	CBLB
CBLB	1	PIK3R1
SMAD7	1	MAP3K7
MAP3K7	1	SMAD7
IL1R1	1	TRAF6
IRS1	1	GRB2
GRB2	1	IRS1
PYDC1	1	CHUK
TANK	1	TBK1
TBK1	1	TANK
IGF1R	1	IRS2
PAK1	1	STMN1
TRIM23	1	TRAF3
IL7R	1	YWHAB
MAPK1	1	IQGAP1
IQGAP1	1	MAPK1
MAVS	1	DDX3X
TLR2	1	RAC1
CCR6	1	CCL20
CCL20	1	CCR6
TBK1	1	IKBKG
IKBKG	1	TBK1
ISG15	1	PGK1
RTKN	1	RHOA
HYAL2	1	SMAD4
IRAK1	1	YTHDC2
PIN1	1	SMAD2
IFI16	1	TP53
MAPK3	1	RXRA
EPOR	1	GRB2
GRB2	1	EPOR
IRS4	1	PIK3CG
MAPK14	1	CASP8
TRAF1	1	TICAM1
TICAM1	1	TRAF1
OPTN	1	TRAF3
RPS6KA1	1	IRS1
IL7R	1	STAT3
PIN1	1	CDC27
TNFRSF1A	1	IKBKG
TRAF3	1	TRADD
MAP4K1	1	MAP3K1
AGO2	1	TNF
MOB1B	1	LATS1
PRKACA	1	CTNNB1
TMEM173	1	CDC34
IKBKG	1	CALB1
ISG15	1	TXNRD1
PIK3R1	1	FLT3
FLT3	1	PIK3R1
ATG5	1	BCL2L1
MOB1A	1	LATS2
TMEM173	1	STAT6
USP7	1	TRAF6
NOD2	1	ARHGEF7
IKBKG	1	JAK3
CCR4	1	CCL17
CCL17	1	CCR4
TLR2	1	LY96
LY96	1	TLR2
IRF8	1	NFATC1
LCK	1	MAPK1
MAPK1	1	LCK
TGFBR1	1	ACVRL1
ACVRL1	1	TGFBR1
MAPK8IP2	1	MAPK13
IRF1	1	EP300
EP300	1	IRF1
IL20RB	1	STAT3
TANK	1	TRADD
TNFRSF10B	1	CASP8
CASP8	1	TNFRSF10B
MAPKAPK2	1	AKT2
EDA2R	1	TRAF6
TRAF6	1	EDA2R
IL1RL1	1	IRAK4
IRAK4	1	IL1RL1
PIN1	1	IRF3
IRF3	1	PIN1
WAS	1	ACTR2
APP	1	IRS1
IRS1	1	APP
MAPK9	1	MCL1
MAPK1	1	ADAM17
ADAM17	1	MAPK1
ATG5	1	MAVS
MAPK1	1	KLF11
PTPN11	1	PIK3R2
WNT1	1	FZD6
IFIT3	1	MAVS
DAB2IP	1	MAP3K5
MAP3K5	1	DAB2IP
CUEDC2	1	IKBKB
SOCS1	1	RELA
RELA	1	SOCS1
SMAD7	1	TAB1
EP300	1	RARA
AXIN1	1	SMAD3
MAP3K13	1	MAP2K7
IKBKG	1	PNMA8A
CTNNB1	1	MYC
SMAD7	1	BMPR1B
CRK	1	PTPN4
MAPK9	1	DUSP16
DUSP16	1	MAPK9
HGS	1	ZFYVE9
FOS	1	JUN
JUN	1	FOS
NRG2	1	ERBB4
AKT1	1	MTOR
MTOR	1	AKT1
IKBKG	1	APRT
IKBKG	1	SGK1
DYRK1A	1	GLI1
SMAD3	1	IRF7
IRF7	1	SMAD3
LYN	1	CBL
CBL	1	LYN
TGFBR1	1	TGFBR2
TGFBR2	1	TGFBR1
IKBKB	1	FKBP4
MAPK1	1	DUSP6
DUSP6	1	MAPK1
SMAD7	1	BMPR1A
SMAD7	1	TGFBR1
TGFBR1	1	SMAD7
PRKCZ	1	MAPK3
IRAK1	1	HSPA8
GRB2	1	HRAS
DCTN1	1	MAPK8IP3
TLR3	1	SRC
SRC	1	TLR3
BMPR2	1	BMPR1B
IL4	1	IL2RG
ALK	1	SHC1
LFNG	1	NOTCH1
ITPR3	1	HSP90B1
VAV3	1	PRKCD
PSEN1	1	PSENEN
PSENEN	1	PSEN1
RORA	1	SRC
TGFBR1	1	SMURF1
SMURF1	1	TGFBR1
PYCARD	1	IFI16
DHH	1	HHIP
HHIP	1	DHH
JUN	1	NFE2L2
TANK	1	IRF3
RB1CC1	1	TP53
VCAM1	1	CCL17
CCL17	1	VCAM1
IKBKG	1	RBM34
WNT3A	1	FZD1
EZR	1	FADD
FADD	1	EZR
MAP3K7	1	MAP3K4
SYK	1	TRAF6
TRAF6	1	SYK
TIRAP	1	TMED7
LYN	1	INPP5D
INPP5D	1	LYN
RET	1	FRS2
IFNAR2	1	CREBBP
CREBBP	1	IFNAR2
IL7R	1	TUBB4B
ARRB2	1	NFKBIA
ITCH	1	SMAD2
POU2F1	1	STAT5B
STAT5B	1	POU2F1
TLR2	1	EGFR
ATF7	1	RELA
SMAD4	1	LEF1
PPARG	1	NR1H3
NR1H3	1	PPARG
IKBKG	1	PFDN5
LATS2	1	YAP1
CTLA4	1	PTPN11
SRC	1	NFKBIA
GNAI3	1	ADCY6
ANXA1	1	RIPK1
RIPK1	1	ANXA1
MAP2K1	1	PAK1
PAK1	1	MAP2K1
RIPK2	1	TRAF6
TRAF6	1	RIPK2
TSC2	1	YWHAG
YWHAG	1	TSC2
LAT	1	HRAS
PTPN11	1	SPRY1
AKT1	1	SLC2A4
MAPK8	1	MAPK8IP3
MAPK8IP3	1	MAPK8
MAPK9	1	MAPK8IP3
MAPK8IP3	1	MAPK9
MAPK8IP3	1	MAP2K4
MAPK8IP3	1	MAP3K11
MAP3K6	1	YWHAZ
ARVCF	1	ERBIN
ERBIN	1	ARVCF
CFLAR	1	RIPK1
RIPK1	1	CFLAR
GSK3B	1	EIF4EBP1
EIF4EBP1	1	GSK3B
HIF1A	1	HIF3A
TGFBR1	1	PARD6A
AZI2	1	MIB1
IL7R	1	GAPDH
ARHGEF2	1	TBK1
VAV1	1	MAPK1
MAPK1	1	VAV1
MERTK	1	VAV1
RBX1	1	CUL1
TOLLIP	1	TCAF1
BMP2	1	ALPL
TGIF1	1	WWP1
IL15	1	FKBP4
FGF9	1	FGFR3
NR3C1	1	CCL2
IRAK1	1	TLR5
PRKACA	1	LRP6
MAP3K7	1	NFKB1
IKBKB	1	RELA
AXL	1	PIK3R3
DYNC1LI1	1	IKBKG
IL4R	1	IL2RG
IL2RG	1	IL4R
MAPK3	1	PTPN6
MAPK3	1	FOS
TLR9	1	KRT36
ISG15	1	PAFAH1B1
PRKACA	1	GSK3B
ENG	1	ARRB2
MAPK10	1	MYT1
MAP3K7	1	NFKBIA
INS	1	IGF1R
ISG15	1	UTP4
SIGLEC7	1	PTPN11
CD28	1	CBLB
MAP2K6	1	MAPK14
MAPK14	1	MAP2K6
CTSD	1	CCL21
NCOA2	1	RXRA
ZMYND11	1	TRAF6
TRAF6	1	ZMYND11
DAAM1	1	RAC1
IKBKG	1	ITK
RAF1	1	RB1
BTLA	1	PTPN11
CCR1	1	PLP2
SMAD1	1	DVL1
MAVS	1	CASP8
SQSTM1	1	MAPK1
JAG1	1	NOTCH2
NOTCH2	1	JAG1
RICTOR	1	DHX36
IL1RN	1	IL1R2
IL1R2	1	IL1RN
IKBKG	1	TRIM41
MAP3K1	1	SMAD2
CASP3	1	BTRC
PCBP1	1	DDX58
FLOT1	1	CXCR4
GLI2	1	PTCH1
KIR2DL1	1	PTPN6
TGFB1	1	RUNX2
UBE2V1	1	TRAF6
TNFRSF1A	1	BIRC2
TOLLIP	1	XIAP
TNF	1	TRAF2
TRAF2	1	MAP3K1
MAP3K1	1	TRAF2
PPM1D	1	MAPK14
ERBIN	1	ABCC4
LGALS3	1	KRAS
NLRP3	1	CARD8
IKBKE	1	RELA
DHH	1	PTCH1
SMAD3	1	MAX
KCNIP3	1	TNFAIP3
PRKAA1	1	PPARGC1A
IL1B	1	IL1RAP
IL1RAP	1	IL1B
TRAF3IP2	1	TRAF2
TRAF2	1	TRAF3IP2
SOCS4	1	EGFR
NFKBIA	1	NCOR1
MAPK1	1	SREBF2
IKBKG	1	TNIP2
CHUK	1	NFKBIA
NFKBIA	1	CHUK
ISG15	1	DDB2
CCR2	1	CCL11
CCL11	1	CCR2
IGF1R	1	PTPN1
PTPN1	1	IGF1R
ESR1	1	RXRA
RXRA	1	ESR1
MAPK8	1	SNCG
RIPK2	1	BIRC3
BIRC3	1	RIPK2
CCDC106	1	ATF4
IRF3	1	RBL2
IL7R	1	HSPA5
TICAM1	1	IRF7
IKBKG	1	SCLT1
ATF4	1	LDOC1
IKBKB	1	CTNNAL1
GRB2	1	SPRY3
ATF2	1	MAPK8
MAPK8	1	ATF2
IL7R	1	CCS
HRAS	1	RASSF2
TSC2	1	MAPKAP1
MAPKAP1	1	TSC2
NOG	1	BMPR1A
SQSTM1	1	ULK2
IL7R	1	COTL1
EED	1	HSPA8
FGF3	1	FGFR2
FGFR2	1	FGF3
NCK1	1	PAK2
PAK2	1	NCK1
IL15	1	NCOR2
IKBKG	1	LCK
IRS4	1	GRB2
MAP3K5	1	GEMIN5
MAVS	1	BIRC3
RAF1	1	AGTR1
MAVS	1	FADD
TRAF3	1	TRAF6
CAD	1	NOD2
JUN	1	EP300
EP300	1	JUN
NR3C1	1	NR2F2
NR2F2	1	NR3C1
MAPK3	1	SOS1
IKBKG	1	KRT8
IKBKG	1	KRT18
IKBKG	1	PHF7
TAB3	1	IKBKG
IL7R	1	YWHAZ
GNG4	1	PIK3R1
LAT	1	GRAP2
MYC	1	HDAC1
CCL8	1	ACKR4
ACKR4	1	CCL8
ADRB2	1	PRKACA
PRKACA	1	ADRB2
MDK	1	NOTCH2
AZI2	1	APBA3
UBC	1	TNFAIP3
TNFAIP3	1	UBC
CREB1	1	BCL2
OGDHL	1	STAT3
CCL11	1	CCR3
CCR3	1	CCL11
PDPK1	1	MAP2K1
IL7R	1	IL2RG
LYN	1	TYK2
DDX3X	1	EIF4E
ISG15	1	ALDOA
TSC2	1	HSPA8
KRAS	1	APP
APP	1	KRAS
IL7R	1	EZR
MAPK8	1	NFATC4
NFATC4	1	MAPK8
WAS	1	CSE1L
DDX58	1	RAI14
MAPK9	1	NFATC4
NFATC4	1	MAPK9
CASP3	1	HDAC7
GSK3B	1	TSC1
TSC1	1	GSK3B
PDGFRA	1	CRK
TLR4	1	MAL
MAP2K7	1	MAP3K2
MAP3K2	1	MAP2K7
TMEM173	1	SEC61A1
TLR2	1	TLR1
TLR1	1	TLR2
MIB1	1	DLL1
APP	1	TGFBR2
TGFBR2	1	APP
CCL2	1	CCL13
CCL13	1	CCL2
BTRC	1	GLI2
EP300	1	SMAD7
RAF1	1	IL2RB
IL2RB	1	RAF1
IKBKB	1	IRS2
RPTOR	1	YWHAZ
CCR5	1	GNAI1
TLR4	1	HSP90B1
HRAS	1	RASA1
RASA1	1	HRAS
ISG15	1	GDI2
STAT3	1	HIF1A
HIF1A	1	STAT3
SMURF1	1	SMAD3
AKT1	1	SETDB1
ANXA1	1	IKBKG
IKBKG	1	ANXA1
ARRB1	1	ITCH
MYD88	1	IRF1
BMP2	1	ACTR2
CASP8	1	TBK1
PREX1	1	RAC2
GNAI1	1	SRC
AKT1	1	GAB2
GAB2	1	AKT1
EGFR	1	PTPN11
PTPN11	1	EGFR
YWHAE	1	MAP3K7
ISG15	1	HNRNPL
THRB	1	RXRA
RXRA	1	THRB
MAPK14	1	RPS6KA5
UNC93B1	1	TLR8
ROCK2	1	STAU1
STAU1	1	ROCK2
MAPK11	1	DYRK1B
EGFR	1	S100A7
SMAD3	1	LEF1
PDGFRA	1	PDGFC
PDGFC	1	PDGFRA
HNRNPD	1	CCND1
SIGLEC5	1	PTPN6
MAPK8IP1	1	MAP3K10
GNAI2	1	GNG4
GSK3B	1	CYC1
ZAP70	1	MAPK14
MAPK14	1	ZAP70
CACNA1A	1	LAMB1
PDGFC	1	PDGFRB
MAPK1	1	PEA15
PEA15	1	MAPK1
MAVS	1	RIPK1
TBKBP1	1	RB1CC1
MAVS	1	ATG16L1
DDX58	1	BIRC2
IL2RG	1	STAT5A
TSPAN6	1	MAVS
HRAS	1	IRAK1
IRAK1	1	HRAS
IFNB1	1	IFNAR1
NFKB2	1	RELA
RELA	1	NFKB2
JAK2	1	EGFR
EGFR	1	JAK2
ALK	1	PLCG1
PDGFD	1	PDGFRB
HRAS	1	RIN1
RIN1	1	HRAS
TLR9	1	CAPZA2
CCR5	1	CXCR4
WAS	1	RANGAP1
NCOA3	1	CREBBP
SRC	1	RXRA
PSEN2	1	NOTCH1
MAPK14	1	MAP3K5
MAP3K5	1	MAPK14
BIRC3	1	MXD1
MAPK8	1	PXN
PXN	1	MAPK8
CXCL12	1	CXCR4
